shot_id,campaign,current_range,divertor_config,plasma_shape,preshot_description,postshot_description,timestamp,heating,pellets,rmp_coil
14950,M6,,Conventional,,"
repeat with density feedback and adjust waveforms to shorten plasma shot
","
got NBI. Full length plasma
",2006-03-21 12:30:00,,False,
14951,M6,,Conventional,,"
tweak PF waveforms to better match plasma feedback. run without NBI
","
excellent. we will stop using NBI for the rest of today. HSV shows lower X point fuelling clearly. 
",2006-03-21 13:24:00,,False,
14952,M6,,Conventional,,"
repeat using gas group 2 (top gas select 2 valves)
","
good. density control active this time, interesting oscillations on Bv in synch with those on density.
",2006-03-21 13:42:00,,False,
14953,M6,,Conventional,,"
repeat using gas group 3 (outboard grp 3, 3 valves).
","
pretty good.

",2006-03-21 13:57:00,,False,
14954,M6,,Conventional,,"
repeat using gas group 4
","
ok. hit p1 flux limit at 0.465s, but tf ended at 0.450
",2006-03-21 14:14:00,,False,
14955,M6,,Conventional,,"
repeat with gas groups 11 and 12 (inboard upper and lower)
","
ok. again hit p1 flux limit but ip rolled over more elegantly. Oops - group 4 was left on. Note density control is much better.
",2006-03-21 14:32:00,,False,
14956,M6,,Conventional,,"
repeat without group 4, ie 11 and 12 only.
","
Density fell away - groups 11 and 12 have a wavegen signal but nothing on the drive. RIp control ringing due to loss of camera_ok. Gas works OK on test pulses.
",2006-03-21 14:49:00,,False,
14957,M6,,Conventional,,"
repeat with a 0.150 from test wavegens. 
","
no difference. 
",2006-03-21 15:09:00,,False,
14959,M6,,Conventional,,"
try again
","
Acceptable tho lost 'camera ok' (hence optical RIp control) at 0.090.
",2006-03-21 15:34:00,,False,
14960,M6,,Conventional,,"
retry grp 11 and 12, replacing fast timer beforehand.
","
good test : still nothing from gas 11+12. recip probe touched plasma. A couple of pellets late on.
",2006-03-21 16:02:00,,False,
14962,M6,,Conventional,,"
try again
","
Excellent pellet - right thu the plasma! 
",2006-03-21 16:24:00,,,
14965,M6,,Conventional,,"
Standard plasma shot.
","
OK.
",2006-03-24 11:55:00,,False,
14966,M6,,Conventional,,"
Restore shot 14904. Uses density f/b, magnetic radial position f/b. Disabled PV5 and PV9 which were enabled in reference.
","
Shot terminated early at 100ms. Density f/b misbehaved.
",2006-03-24 12:34:00,,False,
14969,M6,,Conventional,,"
Repeat.
","
OK. Density feedback worked this time. Problem with FA1 cutting out though.
",2006-03-24 13:10:00,,False,
14973,M6,,Conventional,,"
Repeat.
","
Good shot.
",2006-03-24 13:48:00,,False,
14974,M6,,Conventional,,"
Repeat, with EF waveforms from shot 10937 (EFA reversed, EFB still off).
","
Good shot.
",2006-03-24 14:07:00,,False,
14976,M6,,Conventional,,"
Try again
","
Good
",2006-03-24 14:28:00,,False,
14977,M6,,Conventional,,"
Restore EF from 10942
","
Good. This completes the error field campaign for today.
",2006-03-24 14:44:00,,False,
14978,M6,,Conventional,,"
Try to recover Tuesday's conditions to see if it is possible to finish off GPM's scan.
Start with 12 min GDC.
Reload 14951.
Switch Ruby TS laser back on.
","
Slightly more density than 14951, using less gas.
",2006-03-24 15:21:00,,False,
14979,M6,,Conventional,,"
Repeat after 15 min GDC in attempt to recapture Tuesday's conditions more accurately
","
Very similar to last shot.
Discovered that ADA file is corrupted. However, raw XAX data is present, so problem should be correctable by later analysis.
",2006-03-24 15:42:00,,False,
14981,M6,,Conventional,,"
Try again
","
Similar again
",2006-03-24 16:03:00,,False,
14982,M6,,Conventional,,"
Try without BD5 gas, and with IBPU/L (enable PV9)
","
Okay density matching
",2006-03-24 16:19:00,,False,
14983,M6,,Conventional,,"
Repeat
","
Similar
",2006-03-24 16:35:00,,False,
14986,M6,,Conventional,,"
restore plasma standard shot (14275)
","
good shot. density ~20% lower than standard.
",2006-03-28 08:47:00,,False,
14988,M6,,Conventional,,"
repeat
","
same density. 20% lower 5than standard
",2006-03-28 09:20:00,,False,
14989,M6,,Conventional,,"
repeat
","
better density . need more shot
",2006-03-28 09:36:00,,False,
14990,M6,,Conventional,,"
repeat
","
Good match with density compared to reference standard shot
",2006-03-28 09:54:00,,False,
14991,M6,,Conventional,,"
restore 12548. inboard gas puff at 1.6 and density control with outboard.  Control feedback set up on 12538 density waveform. 
","
good density but small sawtooth
Wrong waveform load. oops.
",2006-03-28 10:25:00,,False,
14993,M6,,Conventional,,"
repeat with good waveform and good calculated parameters.
","
good match density till 300 ms.  locked mode which survives
",2006-03-28 10:48:00,,False,
14995,M6,,Conventional,,"
repeat
","

",2006-03-28 11:11:00,,False,
14997,M6,,Conventional,,"
repeat 
","
good shot identical density till 265 ms.
",2006-03-28 11:36:00,,False,
14998,M6,,Conventional,,"
repeat
","
good shot till 200ms then beam loose power
",2006-03-28 11:53:00,,False,
14999,M6,,Conventional,,"
repeat
","
good shot. good beam.
",2006-03-28 12:16:00,,False,
15000,M6,,Conventional,,"
Repeat
","
Disrupts earlier than expected (before Ruby TS time @ 350 ms). Good beams though.
",2006-03-28 15:21:00,,False,
15001,M6,,Conventional,,"
restore, simplify gas config (uses f/b, nel ref=10^20), disable HP Helios. CP3 to 3KV (filament OK now). Uses optical f/b, drref=-0.05m. check Zref and gains. NBI 70ms. YAG in burst mode. 
","
Respectable shot but grazing c/c most of the time. Late H mode (nb o/b fuelling), provoked by Vloop drop due to f/f error. Early density too high, gas cuts off at 180ms but density continues to climb.
",2006-03-28 15:45:00,,False,
15003,M6,,Conventional,,"
retry
","
rubbish shot - i thought it was dangerous to drop CP3.
",2006-03-28 16:18:00,,False,
15004,M6,,Conventional,,"
Go back to standard 3.0 on CP3, increase radius to dr_ref=0.
","
Poor startup again. P4 and P5 are behaving erratically (normally associated with lack of calc-params)
",2006-03-28 16:34:00,,False,
15005,M6,,Conventional,,"
set P4, P5 Ignitron and start times to 4.9. Do calcparams by hand (had to do it twice before data was swallowed).
","
Startup OK now, with good elongation and c/c separation. But, FAs oscillating from 0.155 and cut out at 0.160. Desnity rather peaky 0.050-0.100s; core Te no higher than 15001 despite reduced density.
",2006-03-28 16:50:00,,False,
15006,M6,,Conventional,,"
reduce Idiv during the dangerous period.
","
Unfair! Very little difference.
",2006-03-28 17:13:00,,False,
15007,M6,,Conventional,,"
Cut back on Idiv even more. Looks like 15001 was already close to the limit.
","
OK shot. Density overshot target so gas was off after 0.200, started falling after 0.300 (unlike 15001). nb 1e20 is about Ng=0.3 for this Ip - maybe a bit low. TM locked at 0.390, disrupt at 0.400. No sawteeth. li indistinguishable from 15001, still reaching 1.2, but beta lower (less density and no H mode). Good position control.
",2006-03-28 17:30:00,,False,
15008,M6,,Conventional,,"
Repeat with NBI from t=-0.010s. Allow density reference to drift up to match the actual, reaching 1.2e20 at 0.300.
","
No beam! (Ohmic reference shot). Snake at 0.290, sawtooth at 0.330. li marginally lower(!)
",2006-03-28 17:54:00,,False,
15009,M6,,Conventional,,"
try again.
","
Lost FAs again at 0.200, but measureable saving in flux (equivalent to Isol=4.5kA) at that time.  No measureable change in li, tho there must be something or we wouldn't have lost control! Core Te also up and ne down at early times.
",2006-03-28 18:12:00,,False,
15010,M6,,Conventional,,"
Do late beam expt - NBI from 0.200.
","
OK but hit -45kA on P1 after only 80ms of Ip flattop
",2006-03-28 18:29:00,,False,
15011,M6,,Conventional,,"
Go back to early beam, but cut back on Idiv at 0.180 even harder.
","
Good. Actually very good, H mode. Shot outlived beam by 0.100s (ish). Likely 1/1 mode at 0.380+, max beta_p=0.5. Few sawteeth after beam off.
",2006-03-28 18:44:00,,False,
15012,M6,,Conventional,,"
Intermediate beam, t=0.140. Restore Idiv from 15010. 
","
OK, as you would expect, shortish flattop.
",2006-03-28 19:00:00,,False,
15015,M6,,Conventional,,"
Standard Plasma Shot
","
Good shot some ELM free H-mode. 30msec longer than reference.
",2006-03-29 09:23:00,,False,
15016,M6,,Conventional,,"
Restore 15000. TS time=320ms, NBI=(Start:70, Dur=250)
","
Good shot, unfortunately no NBI because 400 gate value not enabled. No camera data.
",2006-03-29 09:40:00,,False,
15017,M6,,Conventional,,"
Retry
","
Good repeat, slightly longer (+20msec)servies sawtooth at 347ms. Density slightly higher from 250ms
",2006-03-29 10:02:00,,False,
15018,M6,,Conventional,,"
Repeat
","
Good shot
",2006-03-29 10:21:00,,False,
15019,M6,,Conventional,,"
Repeat
","
No beam
",2006-03-29 10:41:00,,False,
15020,M6,,Conventional,,"
Retry
","
good shot
",2006-03-29 11:00:00,,False,
15021,M6,,Conventional,,"
Change to H-Mode: Restore 13018, Set IBgas=1200
","
Good shot. 
ANE_DENSITY oscillating
",2006-03-29 11:19:00,,False,
15022,M6,,Conventional,,"
Repeat
","
No Beam
",2006-03-29 11:34:00,,False,
15023,M6,,Conventional,,"
Retry
","

",2006-03-29 11:49:00,,False,
15024,M6,,Conventional,,"
Retry
","
Some camera data, shot a bit short but OK
",2006-03-29 12:05:00,,False,
15034,M6,,Conventional,,"
standard plasma shot. check i/b helios still on.
","
there was plasma. Very short though, looks dirty. Density low. Event at 0.085 followed by disruption.
",2006-04-18 13:35:00,,False,
15035,M6,,Conventional,,"
repeat
","
much better, though early plasma current still below spec. Density also much lower than 14275, strangely. i/b helios came on thou rather late.
",2006-04-18 13:54:00,,False,
15036,M6,,Conventional,,"
repeat, ending FA1 and 2 enable windows at 0.250.
","
upwards VDE as intended, but FAs did not turn off cleanly. Density better but still low.

",2006-04-18 14:50:00,,False,
15037,M6,,Conventional,,"
repeat with full enable window, but zero gain at 0.250s
","
Downwards VDE much slower than 36. 
",2006-04-18 15:10:00,,False,
15038,M6,,Conventional,,"
repeat with +2.0V pulse on Z test just before FAs go off. Re-instate gas 8HU. Attempt to re-instate bolometer and SPRED.
","
Upwards VDE. Test blip gave a fairly small output on FA1/2. 
",2006-04-18 15:42:00,,False,
15039,M6,,Conventional,,"
repeat with -2V on Z test.
","
OK but no current from EFPS/P2, as there wasnt on 15037.
",2006-04-18 15:58:00,,False,
15040,M6,,Conventional,,"
repeat but with P2 enable window starting earlier (suspect drive is coming on too early and causing P2XO trip).
","
OK shot, P2 ran OK. 
",2006-04-18 16:21:00,,False,
15041,M6,,Conventional,,"
repeat 15037 with extended P2 window. (gain -> at 0.250, no ztest input)
","
decidedly fast upwards VDE
",2006-04-18 16:39:00,,False,
15042,M6,,Conventional,,"
Go back to standard Ohmic shot, 14275, but extend P"" enable window to avoid P2 XO faults.
","
Shot OK but no P2 again, despite extended enable window.
",2006-04-18 16:56:00,,False,
15043,M6,,Conventional,,"
repeat
","
good, P2 worked.
",2006-04-18 17:14:00,,False,
15044,M6,,Conventional,,"
repeat
","
Unpleasant event at 0.230 (like 15041), plasma lived on. Has all the symptoms of a locked mode - loss of density and sawteeth, but can't see why.
",2006-04-18 17:32:00,,False,
15045,M6,,Conventional,,"
repeat setting ZP and ZD gains to zero at 0.250, as 15041.
","
upwards VDE of reasonable speed.
",2006-04-18 17:51:00,,False,
15046,M6,,Conventional,,"
repeat with Z control enabled throughout.
","
perfectly acceptable
",2006-04-18 18:11:00,,False,
15048,M6,,Conventional,,"
retry
","
ok. much less xsx. 
",2006-04-18 18:31:00,,False,
15049,M6,,Conventional,,"
same again
","
ok again
",2006-04-18 18:52:00,,False,
15052,M6,,Conventional,,"
Standard plasma shot: 14275
","
Good shot some sawtooth triggered H-mode
",2006-04-19 08:57:00,,False,
15054,M6,,Conventional,,"
Retry
","
Plasma: LV very wobbly, bad handover to IP feedback.
",2006-04-19 09:49:00,,False,
15055,M6,,Conventional,,"
Bring forward start of IP feedback from 0.13s to 0.05s.
","
Wobble removed, good starting point.
",2006-04-19 10:12:00,,False,
15056,M6,,Conventional,,"
Enable FA3 and restore error field settings from 14275. Increase solenoid swing +/-45kA. Increase plasma current to 850kA
","
Almost OK. FA trip - IRE at 230ms
",2006-04-19 10:32:00,,False,
15057,M6,,Conventional,,"
Modfiy IDIV=20kA from 0.220ms
","
Still insufficient IDiv, Large IRE at 220msec.
",2006-04-19 10:53:00,,False,
15058,M6,,Conventional,,"
Increase IDiv=250msec, start IDiv ramp up
","
Increasing IDiv seems to making the shot shorter and shorter.
",2006-04-19 11:13:00,,False,
15059,M6,,Conventional,,"
Change to optical radial feedback. Set radius=1.45m. Set P5/P4 Ratio=0.5
","
IRE at 200msec
",2006-04-19 11:37:00,,False,
15060,M6,,Conventional,,"
Reduce Ip ramp rate - flattop at 220msec. Reduce P5/P4 ratio=0.3
","
No IRE, but ran out of LV at 230ms
",2006-04-19 11:54:00,,False,
15061,M6,,Conventional,,"
Set Zref=-2cm, Set P5/P4 ratio=0.4
","
IRE at 260msec.
",2006-04-19 12:15:00,,False,
15063,M6,,Conventional,,"
Repeat.
","
Ran out of flux at 270msec.
",2006-04-19 12:49:00,,False,
25481,M8,400 kA,Conventional,Connected Double Null,"
Repeat with TF reduced to 0.56T and CP4, CP5 start times adjusted.
","
TF, P3, P4, P5 OK. 
",2011-02-01 11:12:00,Ohmic,False,False
15064,M6,,Conventional,,"
Repeat with VLOOP 3V flat.
","
Shot ran badly because I deleted trailing vertices on VLOOP waveform, which resulted in truncated generated waveforms.
",2006-04-19 13:14:00,,False,
15065,M6,,Conventional,,"
Restored 15063. Adjusted VLOOP to 2.8V after 150ms, leaving last vertex in place!
","
OK. Ran out of flux at 270msec.
",2006-04-19 13:44:00,,False,
15066,M6,,Conventional,,"
Repeat, with fuelling flow rate control, and i/b gas puff pressure increased to 1.8bar.
","
OK, no disruption.
",2006-04-19 14:09:00,,False,
15067,M6,,Conventional,,"
Repeat, with Ip reduced from 850kA to 700kA, and IDIV reduced to 22.5kA.
","
OK.
",2006-04-19 14:30:00,,False,
15068,M6,,Conventional,,"
Repeat, with IDIV reduced to 20kA and shifted earlier.
","
OK.
",2006-04-19 14:52:00,,False,
15069,M6,,Conventional,,"
Repeat, with VLOOP restored from 12899, and SHAPE set to 0.55.
","
OK.
",2006-04-19 15:21:00,,False,
15070,M6,,Conventional,,"
Repeat, with Ip reduced to 650kA.
","
OK.
",2006-04-19 15:45:00,,False,
15071,M6,,Conventional,,"
Repeat, with plasma radial position moved in 5cm.
","
OK.
",2006-04-19 16:18:00,,False,
25483,M8,400 kA,Conventional,Connected Double Null,"
Repeat.
","
TF, P3, P4, P5 OK. 
",2011-02-01 11:42:00,Ohmic,False,False
15072,M6,,Conventional,,"
Repeat 15070, with i/b gas off and density feedback enabled.
","
Shot terminated early because of problem with density f/b.
",2006-04-19 16:35:00,,False,
15073,M6,,Conventional,,"
Repeat.
","
Similar plasma, but this time the radial position control is suspect.
",2006-04-19 16:52:00,,False,
15077,M6,,Conventional,,"
Repeat.
","
OK.
",2006-04-25 09:41:00,,False,
15078,M6,,Conventional,,"
Restore shot 15008. Changed from optical to magnetic radial f/b. Density control changed to flow reference. Recip probe waveform set up but probe retracted. i/b helios off. 
","
Exceedingly poor startup,rescued by control system.  P4 and P5 waveforms wrong at t=0 - likely 'calcparams' failure.
",2006-04-25 10:16:00,,False,
25484,M8,400 kA,Conventional,Connected Double Null,"
Repeat with TF reduced to 0.46T.
","
TF, P3, P4, P5 OK. 
",2011-02-01 11:58:00,Ohmic,False,False
15079,M6,,Conventional,,"
repeat with manual calcparams. correct early gas flow ref. ramp down Rout and put in +ve zref at end.
","
Coil waveforms OK now. Plasma better but still below par - this is probably vessel conditions. Sawtooth starts substantially earlier. Rampdown changes had no effect as Ip was falling hard and FAs cut out. 
",2006-04-25 10:38:00,,False,
15081,M6,,Conventional,,"
retry
","
Not bad. Ip still a bit sluggish and density a bit high. Snake startst at 230 - earlier than 15008 (0.290) but better than 15079 (0.190).  Rather late separating from c/c, which may become a problem. recip probe w/f arriving at XCM with correct timing, but inverted and with offset. Good termination, upwards going. Efit says Z(geom)=-0.200m, which is outrageous.
",2006-04-25 11:45:00,,False,
15082,M6,,Conventional,,"
delay start of main gas  input. Put proper recip probe drive w/f starting at 0.180s.
","
FAs went into oscillation at 150 then cut out. Previous shots were a bit like this.

",2006-04-25 12:10:00,,False,
15083,M6,,Conventional,,"
Try to get plasma radius closer to target by fixing Bv and Vloop. Cut Idiv 150-170 quite hard. Shift recip probe to start at 0.090s. 
","
Not much better as P2 is approaching zero by then. The problem seems to be the radial control is really bad especially while Ip is ramping.
",2006-04-25 12:42:00,,False,
15084,M6,,Conventional,,"
Compensate for Rout error by setting Dr_ref to +10cm during Ip ramp.
","
Considerably better though rampdown is rather short. Inner gap appears quite early but is still small. R_outer now midway between 15008 and 15083. Major kick on ZIP causes 3kA on FA2, trip on FA1 - caused by 6 missing CCBV coils - also corrupting efit - SL this morning didnt run runcheck !!!! (not me) 
",2006-04-25 13:03:00,,False,
15085,M6,,Conventional,,"
Replace ccbv connector. repeat.
","
Radial control unchanged.  Zip/FA jump less pronounced and earlier. 1st sawtooth new nearly as late as 15008.
",2006-04-25 13:48:00,,False,
15086,M6,,Conventional,,"
Add another 5cm to Drref during the ramp. Restore Idiv from 15008 and drop it at 0.100 slightly.
","
Early termination, at 180ms.
",2006-04-25 14:15:00,,False,
15087,M6,,Conventional,,"
Repeat, with small change to IDIV.
","
Early termination at 200ms.
",2006-04-25 14:34:00,,False,
15088,M6,,Conventional,,"
Restore shot 15085.
","
OK.
",2006-04-25 14:52:00,,False,
15089,M6,,Conventional,,"
Repeat, with IDIV, BV tweaked to match last shot.
","
Terminated early.
",2006-04-25 15:17:00,,False,
15090,M6,,Conventional,,"
Repeat 15088.
","
Terminated early.
",2006-04-25 15:32:00,,False,
15091,M6,,Conventional,,"
Repeat, reducing BV.
","
Terminated early.
",2006-04-25 15:49:00,,False,
16096,M6,,Conventional,,"
Repeat with 200 ms beam
TF reduced by 10%
","
All MHD gone!
",2006-08-03 11:13:00,,False,
15092,M6,,Conventional,,"
Repeat, using optical radial feedback with  GMcA's 'optimum' parameter settings.
","
OK. Radial position control much better.
",2006-04-25 16:15:00,,False,
15093,M6,,Conventional,,"
Repeat with DRREF increased by 3cm.
","
OK.
",2006-04-25 16:33:00,,False,
15094,M6,,Conventional,,"
drop Idiv by 3kA throughout.
","
separates from c/c around 0.170, which is probably adequate. FA2 cut out again, as it has for last 2 shots.
",2006-04-25 17:00:00,,False,
15095,M6,,Conventional,,"
Repeat, with DRREF set for 1.45m outer radius.
","
OK.
",2006-04-25 17:17:00,,False,
25485,M8,400 kA,Conventional,Connected Double Null,"
Repeat.
","
TF, P3, P4, P5 OK.
",2011-02-01 12:19:00,Ohmic,False,False
15096,M6,,Conventional,,"
Repeat, this time with probe just touching plasma.
","
OK.
",2006-04-25 17:35:00,,False,
15097,M6,,Conventional,,"
Repeat, with probe advanced a further 2cm.
","
OK.
",2006-04-25 17:57:00,,False,
15098,M6,,Conventional,,"
Repeat, with probe advanced 1cm further.
","
OK.
",2006-04-25 18:14:00,,False,
15099,M6,,Conventional,,"
Repeat, but turning off Ip and Bv feedback completely.  Retract recip probe.
","
OK. Similar to previous shot. Radial control not as good though.
",2006-04-25 18:41:00,,False,
25486,M8,400 kA,Conventional,Connected Double Null,"
Repeat with TF increased to 0.58T.
","
TF, P3, P4, P5 OK.
",2011-02-01 12:36:00,Ohmic,False,False
15100,M6,,Conventional,,"
Repeat with probe back in.
","
OK.
",2006-04-25 18:59:00,,False,
15104,M6,,Conventional,,"
try again
","
color camera didn't trigger, bad start-up like yesterday, no L/H transition, disrupts early
",2006-04-26 09:41:00,,False,
15106,M6,,Conventional,,"
Try again
","
got plasma, color camera triggered, very good repeat, though plasma gets knocked the other way at 0.1864
",2006-04-26 10:06:00,,False,
15107,M6,,Conventional,,"
Reload 15092 (with optical feedback), keep RP waveform from 15100, new optical feedback algorithm implemented [JS]
","
good repeat, longer shot, needs slightly more loop volts, runs out os sol flux 20ms earlier, initial current ramp slower, density ~15% higher than in 15092 right from the beginning dn/dt is similar
",2006-04-26 10:25:00,,False,
15108,M6,,Conventional,,"
repeat, RP closer to the plasma, RP wavefrom changed to from 5V to 2V
","
very good repeat, probe still outside the plasmas
",2006-04-26 10:59:00,,False,
15109,M6,,Conventional,,"
reduce gas flow rate by 15%, RP waveform from 2V to 4V. 
","
disrupts at 0.17s, initial density still too high, but tracks density from 15092 well from 0.1s, both FAs trip at 0.155s, FAs work harder between 0.09s and 0.115s, but comaprable afterwards.  
",2006-04-26 11:22:00,,False,
15111,M6,,Conventional,,"
Try again
","
good plasma, good match of initial density, but flow rate is too high, dn/dt higher. 
",2006-04-26 11:45:00,,False,
15112,M6,,Conventional,,"
reduce also flow rate by 15%
","
good shot, density a little bit lower, but not enough.
",2006-04-26 12:04:00,,False,
15113,M6,,Conventional,,"
repeat with RP waveforem from 5V to 6V
","
short plasma FAs failed at 0.17 ms but good match with density till then.
",2006-04-26 12:34:00,,False,
15114,M6,,Conventional,,"
good shot
","
density bit lower
",2006-04-26 12:49:00,,False,
15115,M6,,Conventional,,"
reload any waveform from 15094 except gas and density (keep 15092 one) to take advantage of Idiv modifivation in 15094 for better FA response.
","
P6 healthy now. Good density good shot. 
",2006-04-26 13:14:00,,False,
15116,M6,,Conventional,,"
repeat
","
good repeat
",2006-04-26 13:29:00,,False,
15117,M6,,Conventional,,"
repeat with RP waveform from 6 to 7. reference :19094 for FA & 19092 for Gas and density.
","
collapses at 0.18 ms but FA healthy and quiescent plasma (???)
",2006-04-26 13:45:00,,False,
15118,M6,,Conventional,,"
repeat
","
good repeat. locked mode disruption. same mode than in 15116 but larger this time.
",2006-04-26 14:01:00,,False,
15119,M6,,Conventional,,"
repeat
","
good repeat. still locked mode disruption 
",2006-04-26 14:19:00,,False,
15120,M6,,Conventional,,"
repeat
","
good shot
",2006-04-26 14:37:00,,False,
15121,M6,,Conventional,,"
SND plasma now. load 11479 Z waveform. Zref from 0.35 to 0.30.
","
not enough pushed down. good repeat of the previous one though:-)
",2006-04-26 14:58:00,,False,
15122,M6,,Conventional,,"
repeat with Zref at 0.

","

",2006-04-26 15:21:00,,False,
15124,M6,,Conventional,,"
repeat with early push down of the plasma at -5 cm this time.
","
good no light in DIVCAM
",2006-04-26 15:41:00,,False,
15125,M6,,Conventional,,"
repeat with earlier and higher Zref.
","
good shot
",2006-04-26 15:56:00,,False,
15126,M6,,Conventional,,"
repeat
","

good shot
",2006-04-26 16:14:00,,False,
15128,M6,,Conventional,,"
repeat
","
good repeat
",2006-04-26 16:32:00,,False,
15129,M6,,Conventional,,"
repeat
","
collapses at 20 ms (?? FA)
",2006-04-26 16:47:00,,False,
15133,M6,,Conventional,,"
Standard ohmic shot - 14275
","
Seriously askew - no P2. P2 changeover didn't happen, so no current in either coil.
",2006-04-27 13:37:00,,False,
25487,M8,400 kA,Conventional,Connected Double Null,"
Repeat with TF decreased to 0.56T, and CP4, CP5 voltages switched.
","
TF, P3, P4, P5 OK. AFPS still not responding to drives.
",2011-02-01 12:52:00,Ohmic,False,False
15134,M6,,Conventional,,"
Try standard shot again after reset
","
Oh dear... P2 worked fine, but plasma died at 100 ms (loss of vertical stability, due to perturbations beyond FAs' ability to control). Similar problem to yesterday's standard shot.
Early neg current blip larger, low current, density slow to take off.
",2006-04-27 13:53:00,,False,
15135,M6,,Conventional,,"
Try adding 0.2 LVs early on to encourage the plasma into life.
[Trying to avoid making LVs work hard at 60 ms on the switch]
","
Success! Slightly underdense from 14275 throughout flat-top, but a much better repeat.
",2006-04-27 14:30:00,,False,
15137,M6,,Conventional,,"
Try again
","
Hugely overdense relative to 14479. Presumably due to gas drive being too much throughout. Why is that? I restored all categories from 14479.
",2006-04-27 14:50:00,,False,
15139,M6,,Conventional,,"
Try again
","
Still overdense, but better. Flow rate not quite low enough to match. Prefill about 50% too high.
",2006-04-27 15:33:00,,False,
15140,M6,,Conventional,,"
Shorten prefill ends by 2 ms (back to -2 ms).
Multiply &lt; 100 ms flow rate by 0.822 (calibration from extra amount needed over previous estimate), &gt; 100 ms flow rate by 0.745
","
Density still a bit high but coming down. Shot getting longer too.
",2006-04-27 16:00:00,,False,
15141,M6,,Conventional,,"
Edit gas flow down 10% more after 0.150. Edit recip probe w/f down to 4V wind it in.
","
I think we can live with this density.
",2006-04-27 16:29:00,,False,
15142,M6,,Conventional,,"
increase recip probe drive to 6V
","
Good probe interaction, many visible lines.
",2006-04-27 16:47:00,,False,
15143,M6,,Conventional,,"
repeat exactly.
","
Oh dear. No P2, gave a large plasma (not what I expected) and very strong probe interaction.  May be the end of the probe.
",2006-04-27 17:03:00,,False,
15144,M6,,Conventional,,"
try again -see if there's any indium left. 
","
Apparently there is still some indium there (phew). 
",2006-04-27 17:20:00,,False,
15145,M6,,Conventional,,"
restore 15128, sawtooth-free, lower SND, optical f/b. retract probe.
","
There was a calcparams error but it had only a small effect.  Also, FAs cut out at 0.200s, as it was sometimes doing yesterday.
",2006-04-27 17:41:00,,False,
15146,M6,,Conventional,,"
Try again with some manual calcparams.
","
Pretty much the same result.
",2006-04-27 18:07:00,,False,
15147,M6,,Conventional,,"
Maybe I'm barking up the wrong tree - this could be a LM problem. Drop Ip by 10%.
","
Good shot. Density dropped a bit.
",2006-04-27 18:27:00,,False,
15148,M6,,Conventional,,"
Repeat with probe.
","
PLasma OK, probe interaction a bit strong.
",2006-04-27 18:42:00,,False,
15149,M6,,Conventional,,"
retract probe 1cm. 
","
good shot
",2006-04-27 18:55:00,,False,
15152,M6,,Conventional,,"
relaod standard ohmic shot 14275 - reduce IP waveform so it better matches what was obtained in 15134 ( the last time it was run) i.e. reduce startup current from 0.45 to 0.32
","
400 ms shot
",2006-05-02 09:46:00,,False,
15153,M6,,Conventional,,"
reload shot 15149 - LSND - modify Zref and zgain waveforms to try to stimulate an upward VDE after 300 ms
","
200 ms shot  - FAS cut off without any clear cause around 180 ms
",2006-05-02 10:19:00,,False,
15154,M6,,Conventional,,"
repeat modifying slighly idiv and bv around 180 ms to tr to avoid the problem with the FAs cuttingout
","
350 ms shot  - do not see X-point in divcam view till 250 ms 
",2006-05-02 10:47:00,,False,
15156,M6,,Conventional,,"
repeat
","
130 ms shot - vertically unstable becuase P2 too large
",2006-05-02 13:05:00,,False,
15159,M6,,Conventional,,"
try again
","
OK shot. Density about 10% less than 15149
",2006-05-02 13:29:00,,False,
15160,M6,,Conventional,,"
raise gas 10%, 0.030-0.100s. 
","
Density spot on.
",2006-05-02 13:45:00,,False,
15161,M6,,Conventional,,"
Revert to DND. Apply same gas mod as 15160. 
","
OK shot. Some double strike points (symptom of locked mode)
",2006-05-02 14:01:00,,False,
15162,M6,,Conventional,,"
Ease up the density again.  Hiccups on 'prepare' with TF water flow alarm.
","
Almost no change to density. Strike point still doubled.
",2006-05-02 14:19:00,,False,
15163,M6,,Conventional,,"
Drop Ip a tad and boost density. Continued probs with TF water alarm.
","
Density bang on. PIC says problem is at 0.270-0.300, which is when the snake is running.
",2006-05-02 14:43:00,,False,
15165,M6,,Conventional,,"
try again having re-booted flow meters
","
praise be! excellent density match to 15115, Divcan rather obstructed.
",2006-05-02 16:34:00,,False,
15167,M6,,Conventional,,"
retry
","
OK shot
",2006-05-02 17:01:00,,False,
15169,M6,,Conventional,,"
retry.
","
OK shot.
",2006-05-02 18:10:00,,False,
15170,M6,,Conventional,,"
Repeat. 
","
abort JET
",2006-05-02 18:28:00,,False,
15172,M6,,Conventional,,"
retry.
","
worked that time.
",2006-05-02 18:50:00,,False,
15173,M6,,Conventional,,"
Another Shot - What we don't know because GC didn't fill in the log.
","

",2006-05-02 19:06:00,,False,
15176,M6,,Conventional,,"
Standard Ohmic H-mode (#14275)
","
reasonaple repeat, some short STI H-mode phases, slightly longer than 14275; no strong snake
",2006-05-03 08:42:00,,False,
15178,M6,,Conventional,,"
Retry
","
good shot, nice density match, tracks R_out better than 15173
",2006-05-03 09:08:00,,False,
